T	η
833.0	33.820425307422546
834.0	33.84946093817815
835.0	33.87847902971611
836.0	33.907477419829405
837.0	33.93643452772444
838.0	33.965331696718344
839.0	33.994171151939526
840.0	34.02295512945004
841.0	34.05168587618095
842.0	34.080365649870515
843.0	34.108996719005184
844.0	34.13758136276345
845.0	34.16612187096264
846.0	34.19462054400862
847.0	34.223079692848486
848.0	34.25150163892625
849.0	34.279888714141556
850.0	34.30824326081149
851.0	34.33656763163546
852.0	34.364864189663244
853.0	34.39313530826613
854.0	34.42138337111136
855.0	34.449610772139664
856.0	34.47784243522249
857.0	34.506100342113406
858.0	34.53438247471946
859.0	34.56268680618256
860.0	34.59101130084228
861.0	34.61935391420069
862.0	34.64771259288994
863.0	34.67608527464205
864.0	34.70446988826108
865.0	34.73286435359794
866.0	34.76126658152749
867.0	34.78967447392821
868.0	34.81808592366448
869.0	34.84649881457121
870.0	34.874911021441214
871.0	34.90332041001502
872.0	34.931724836973494
873.0	34.96012214993293
874.0	34.98851018744283
875.0	35.016866950601944
876.0	35.045173023719656
877.0	35.07343011934311
878.0	35.101639957961964
879.0	35.1298042679682
880.0	35.15792478561751
881.0	35.186003254992265
882.0	35.21404142796616
883.0	35.24204106417057
884.0	35.270003930962474
885.0	35.297931803394185
886.0	35.32582646418466
887.0	35.35368970369272
888.0	35.38152331989184
889.0	35.40932911834682
890.0	35.437108912192166
891.0	35.46486452211235
892.0	35.492597776323784
893.0	35.52031051055875
894.0	35.54802199606584
895.0	35.57574959146216
896.0	35.60349226592619
897.0	35.631248984312315
898.0	35.6590187071378
899.0	35.686800390570305
900.0	35.71459298641592
